Timestamp,Product ID,Price,Open 24h,Volume 24h,Low 24h,High 24h,Volume 30d,Best Bid,Best Bid Size,Best Ask,Best Ask Size,Side,Trade ID,Last Size
2024-12-01T01:18:26.780638Z,ETH-USD,3677.67,3600.96,92543.83418942,3595.03,3740.63,4414902.14937466,3677.67,0.78563103,3677.68,0.00373804,sell,574510120,0.29436897
2024-12-01T01:18:27.336497Z,BTC-USD,96209.92,96461.07,3179.78852051,96129.73,97282.41,528964.9359838,96209.91,0.19682657,96209.92,0.02006329,buy,729140450,0.00019046
2024-12-01T01:18:27.852145Z,BTC-USD,96209.92,96461.07,3179.78853748,96129.73,97282.41,528964.93600077,96209.91,0.05631657,96209.92,0.02004632,buy,729140451,1.697e-05
2024-12-01T01:18:28.058321Z,ETH-USD,3677.39,3600.96,92544.51620323,3595.03,3740.63,4414902.83138847,3677.27,0.05438195,3677.67,1.66751895,sell,574510121,0.68201381
2024-12-01T01:18:28.075852Z,BTC-USD,96209.91,96461.07,3179.82127616,96129.73,97282.41,528964.96873945,96209.91,0.02357789,96209.92,0.02004632,sell,729140452,0.03273868
2024-12-01T01:18:28.329491Z,ETH-USD,3677.08,3600.96,92544.51996747,3595.03,3740.63,4414902.83515271,3677.07,1.42162,3677.42,0.2024,buy,574510122,0.00376424
2024-12-01T01:18:28.553642Z,BTC-USD,96209.91,96461.07,3179.8213542,96129.73,97282.41,528964.96881749,96209.91,0.02338071,96209.92,0.06591627,sell,729140453,7.804e-05
2024-12-01T01:18:28.772479Z,BTC-USD,96209.91,96461.07,3179.82138503,96129.73,97282.41,528964.96884832,96209.91,0.02334988,96209.92,0.06591627,sell,729140454,3.083e-05
2024-12-01T01:18:28.863232Z,BTC-USD,96209.92,96461.07,3179.82206685,96129.73,97282.41,528964.96953014,96209.91,0.02334988,96209.92,0.06523445,buy,729140455,0.00068182
2024-12-01T01:18:28.903581Z,BTC-USD,96209.92,96461.07,3179.82253412,96129.73,97282.41,528964.96999741,96209.91,0.02334988,96209.92,0.06603528,buy,729140456,0.00046727
2024-12-01T01:18:29.079223Z,ETH-USD,3677.17,3600.96,92544.52042149,3595.03,3740.63,4414902.83560673,3677.17,1.52854598,3677.18,0.00375223,sell,574510123,0.00045402
2024-12-01T01:18:29.202056Z,BTC-USD,96209.92,96461.07,3179.82369807,96129.73,97282.41,528964.97116136,96209.91,0.02346902,96209.92,0.01900138,buy,729140457,0.00116395
2024-12-01T01:18:29.378508Z,ETH-USD,3677.18,3600.96,92544.52056203,3595.03,3740.63,4414902.83574727,3677.17,1.52854598,3677.18,0.00361169,buy,574510124,0.00014054
2024-12-01T01:18:29.512612Z,BTC-USD,96209.92,96461.07,3179.82370327,96129.73,97282.41,528964.97116656,96209.91,0.02346902,96209.92,0.01899618,buy,729140458,5.2e-06
2024-12-01T01:18:29.653397Z,ETH-USD,3677.17,3600.96,92544.52222306,3595.03,3740.63,4414902.8374083,3677.17,1.52688495,3677.18,0.00361169,sell,574510125,0.00166103
2024-12-01T01:18:29.817715Z,BTC-USD,96209.92,96461.07,3179.82587341,96129.73,97282.41,528964.9733367,96209.91,0.16917902,96209.92,0.01682604,buy,729140459,0.00217014
2024-12-01T01:18:29.817715Z,BTC-USD,96209.92,96461.07,3179.84143135,96129.73,97282.41,528964.98889464,96209.91,0.16917902,96209.92,0.0012681,buy,729140460,0.01555794
2024-12-01T01:18:29.817715Z,BTC-USD,96209.92,96461.07,3179.84269945,96129.73,97282.41,528964.99016274,96209.91,0.16917902,96215.65,0.00143914,buy,729140461,0.0012681
2024-12-01T01:18:29.841304Z,BTC-USD,96215.64,96461.07,3179.84279945,96129.73,97282.41,528964.99026274,96215.64,1.914e-05,96215.65,0.00143914,sell,729140462,0.0001
2024-12-01T01:18:29.873593Z,BTC-USD,96215.65,96461.07,3179.84378997,96129.73,97282.41,528964.99125326,96215.64,0.21945914,96215.65,0.00044862,buy,729140463,0.00099052
2024-12-01T01:18:30.138025Z,BTC-USD,96215.65,96461.07,3179.84379362,96129.73,97282.41,528964.99125691,96215.64,0.21945914,96215.65,0.00044497,buy,729140464,3.65e-06
2024-12-01T01:18:30.138025Z,BTC-USD,96215.65,96461.07,3179.84384738,96129.73,97282.41,528964.99131067,96215.64,0.21945914,96215.65,0.00039121,buy,729140465,5.376e-05
2024-12-01T01:18:30.138025Z,BTC-USD,96215.65,96461.07,3179.84411842,96129.73,97282.41,528964.99158171,96215.64,0.21945914,96215.65,0.00012017,buy,729140466,0.00027104
2024-12-01T01:18:30.138025Z,BTC-USD,96215.65,96461.07,3179.84412117,96129.73,97282.41,528964.99158446,96215.64,0.21945914,96215.65,0.00011742,buy,729140467,2.75e-06
2024-12-01T01:18:30.138025Z,BTC-USD,96215.65,96461.07,3179.8442,96129.73,97282.41,528964.99166329,96215.64,0.21945914,96215.65,3.859e-05,buy,729140468,7.883e-05
2024-12-01T01:18:30.138025Z,BTC-USD,96215.65,96461.07,3179.84421227,96129.73,97282.41,528964.99167556,96215.64,0.21945914,96215.65,2.632e-05,buy,729140469,1.227e-05
2024-12-01T01:18:30.138025Z,BTC-USD,96215.65,96461.07,3179.84423859,96129.73,97282.41,528964.99170188,96215.64,0.21945914,96217.26,0.00103923,buy,729140470,2.632e-05
2024-12-01T01:18:30.138025Z,BTC-USD,96217.26,96461.07,3179.84502454,96129.73,97282.41,528964.99248783,96215.64,0.21945914,96217.26,0.00025328,buy,729140471,0.00078595
2024-12-01T01:18:30.290989Z,BTC-USD,96219.83,96461.07,3179.8587541,96129.73,97282.41,528965.00621739,96219.83,0.01627044,96219.84,0.00011914,sell,729140472,0.01372956
2024-12-01T01:18:30.396833Z,ETH-USD,3677.18,3600.96,92544.52268201,3595.03,3740.63,4414902.83786725,3677.18,1.35927712,3677.46,0.96112664,sell,574510126,0.00045895
2024-12-01T01:18:30.411753Z,ETH-USD,3677.18,3600.96,92544.52314455,3595.03,3740.63,4414902.83832979,3677.18,1.35881458,3677.43,0.00375548,sell,574510127,0.00046254
2024-12-01T01:18:30.631005Z,BTC-USD,96217.62,96461.07,3179.85891001,96129.73,97282.41,528965.0063733,96217.62,0.02410677,96219.85,0.00364373,sell,729140473,0.00015591
2024-12-01T01:18:30.801478Z,BTC-USD,96217.55,96461.07,3179.85894253,96129.73,97282.41,528965.00640582,96217.55,8.661e-05,96219.84,0.00011914,sell,729140474,3.252e-05
2024-12-01T01:18:30.903325Z,ETH-USD,3677.04,3600.96,92544.65828953,3595.03,3740.63,4414902.97347477,3677.04,0.92463502,3677.24,0.00525595,sell,574510128,0.13514498
2024-12-01T01:18:31.149699Z,BTC-USD,96217.55,96461.07,3179.85895292,96129.73,97282.41,528965.00641621,96217.55,0.00010874,96219.84,0.00011914,sell,729140475,1.039e-05
2024-12-01T01:18:31.183290Z,ETH-USD,3677.11,3600.96,92544.66203693,3595.03,3740.63,4414902.97722217,3677.1,2.50976646,3677.24,0.00525595,buy,574510129,0.0037474
2024-12-01T01:18:31.183290Z,ETH-USD,3677.24,3600.96,92544.66729288,3595.03,3740.63,4414902.98247812,3677.1,2.50976646,3677.45,0.6,buy,574510130,0.00525595
2024-12-01T01:18:31.183290Z,ETH-USD,3677.45,3600.96,92544.67881976,3595.03,3740.63,4414902.994005,3677.1,2.50976646,3677.45,0.58847312,buy,574510131,0.01152688
2024-12-01T01:18:31.503694Z,BTC-USD,96217.55,96461.07,3179.8590595,96129.73,97282.41,528965.00652279,96217.55,2.16e-06,96219.76,0.03632262,sell,729140476,0.00010658
2024-12-01T01:18:31.725326Z,ETH-USD,3677.1,3600.96,92544.76570726,3595.03,3740.63,4414903.0808925,3677.1,1.0631125,3677.11,0.00375116,sell,574510132,0.0868875
2024-12-01T01:18:32.018850Z,ETH-USD,3677.1,3600.96,92545.59244691,3595.03,3740.63,4414903.90763215,3677.1,0.23637285,3677.11,0.00375116,sell,574510133,0.82673965
2024-12-01T01:18:32.123753Z,BTC-USD,96209.92,96461.07,3179.85917864,96129.73,97282.41,528965.00664193,96209.91,0.02261041,96212.63,0.03,sell,729140477,0.00011914
2024-12-01T01:18:32.123753Z,BTC-USD,96209.91,96461.07,3179.86383737,96129.73,97282.41,528965.01130066,96209.91,0.01795168,96212.63,0.03,sell,729140478,0.00465873
2024-12-01T01:18:32.132726Z,ETH-USD,3677.05,3600.96,92545.59352644,3595.03,3740.63,4414903.90871168,3677.04,0.92463502,3677.05,0.00265188,buy,574510134,0.00107953
2024-12-01T01:18:32.826753Z,ETH-USD,3677.04,3600.96,92545.91065548,3595.03,3740.63,4414904.22584072,3677.04,0.60750598,3677.05,0.00351169,sell,574510135,0.31712904
